Namespace(data_dirs=['/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/A', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/kcam', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P01', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P02', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P03', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P04', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P06', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P07', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P09', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P11', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P12', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P22', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P23', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P25', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P26', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P27', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P28', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P30', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P33', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P34', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P35', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P36', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P37', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/UT_ego', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/Y', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d'], dataset_name='sayavakepicutego4d', filekey=False, maxcount=1000000.0, maxsize=1e+16, shards='/misc/vlgscratch4/LakeGroup/emin/')
# of images 17958947
# writing /misc/vlgscratch4/LakeGroup/emin/sayavakepicutego4d_000000.tar 0 0.0 GB 0
counter, i, fname, cls 0 3323938 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_1837/img_0250.jpeg 11094
counter, i, fname, cls 1400000 17552216 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000010/img_00108066.jpeg 14184
counter, i, fname, cls 1410000 10198071 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00176005.jpeg 14177
counter, i, fname, cls 1420000 1801271 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/Y/class_0750/img_0115.jpeg 6018
counter, i, fname, cls 1430000 15682573 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00463307.jpeg 14182
counter, i, fname, cls 1440000 6781637 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02534150.jpeg 14174
counter, i, fname, cls 1450000 8790199 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000001/img_00002948.jpeg 14175
counter, i, fname, cls 1460000 9555927 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00754954.jpeg 14176
counter, i, fname, cls 1470000 7049934 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02802447.jpeg 14174
counter, i, fname, cls 1480000 4815291 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00567804.jpeg 14174
counter, i, fname, cls 1490000 8348159 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04100672.jpeg 14174
counter, i, fname, cls 1500000 6564070 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02316583.jpeg 14174
counter, i, fname, cls 1510000 14103113 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00991849.jpeg 14180
counter, i, fname, cls 1520000 1487678 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_2379/img_0289.jpeg 4971
counter, i, fname, cls 1530000 9914581 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_01113608.jpeg 14176
counter, i, fname, cls 1540000 7209218 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02961731.jpeg 14174
counter, i, fname, cls 1550000 6238630 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01991143.jpeg 14174
counter, i, fname, cls 1560000 9924158 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_01123185.jpeg 14176
counter, i, fname, cls 1570000 1835948 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/Y/class_0865/img_0292.jpeg 6133
counter, i, fname, cls 1580000 17301811 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_01122565.jpeg 14183
counter, i, fname, cls 1590000 3488915 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_2387/img_0227.jpeg 11644
counter, i, fname, cls 1600000 5735757 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01488270.jpeg 14174
counter, i, fname, cls 1610000 8367734 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04120247.jpeg 14174
counter, i, fname, cls 1620000 16656379 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00477133.jpeg 14183
counter, i, fname, cls 1630000 16283770 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00104524.jpeg 14183
counter, i, fname, cls 1640000 3564548 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_2639/img_0260.jpeg 11896
counter, i, fname, cls 1650000 943451 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_0565/img_0262.jpeg 3157
counter, i, fname, cls 1660000 5236066 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00988579.jpeg 14174
counter, i, fname, cls 1670000 12820632 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01195109.jpeg 14179
counter, i, fname, cls 1680000 3791830 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_3397/img_0142.jpeg 12654
counter, i, fname, cls 1690000 10856596 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00834530.jpeg 14177
counter, i, fname, cls 1700000 1796399 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/Y/class_0734/img_0043.jpeg 6002
counter, i, fname, cls 1710000 6781827 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02534340.jpeg 14174
counter, i, fname, cls 1720000 8368115 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04120628.jpeg 14174
counter, i, fname, cls 1730000 5382425 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01134938.jpeg 14174
counter, i, fname, cls 1740000 13426587 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00315323.jpeg 14180
counter, i, fname, cls 1750000 12327414 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00701891.jpeg 14179
counter, i, fname, cls 1760000 14798468 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00193235.jpeg 14181
counter, i, fname, cls 1770000 17645433 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000010/img_00201283.jpeg 14184
counter, i, fname, cls 1780000 12991210 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01365687.jpeg 14179
counter, i, fname, cls 1790000 11455686 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000004/img_00054794.jpeg 14178
counter, i, fname, cls 1800000 2899553 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_0423/img_0065.jpeg 9680
counter, i, fname, cls 1810000 6820658 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02573171.jpeg 14174
counter, i, fname, cls 1820000 10761566 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00739500.jpeg 14177
counter, i, fname, cls 1830000 12106210 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00480687.jpeg 14179
counter, i, fname, cls 1840000 4207200 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_4782/img_0012.jpeg 14039
counter, i, fname, cls 1850000 7087666 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02840179.jpeg 14174
counter, i, fname, cls 1860000 12676595 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01051072.jpeg 14179
counter, i, fname, cls 1870000 15708377 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00489111.jpeg 14182
counter, i, fname, cls 1880000 424185 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/A/class_1413/img_0285.jpeg 1413
counter, i, fname, cls 1890000 5432276 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01184789.jpeg 14174
counter, i, fname, cls 1900000 15531311 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00312045.jpeg 14182
counter, i, fname, cls 1910000 10865730 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00843664.jpeg 14177
counter, i, fname, cls 1920000 8911485 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00110512.jpeg 14176
counter, i, fname, cls 1930000 2446737 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test/class_1253/img_0109.jpeg 8170
counter, i, fname, cls 1940000 17844317 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/kcam/class_0475/img_0183.jpeg 14660
counter, i, fname, cls 1950000 9335884 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00534911.jpeg 14176
counter, i, fname, cls 1960000 6384983 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02137496.jpeg 14174
counter, i, fname, cls 1970000 4249394 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00001907.jpeg 14174
counter, i, fname, cls 1980000 15884512 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00665246.jpeg 14182
counter, i, fname, cls 1990000 15471792 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00252526.jpeg 14182
# writing /misc/vlgscratch4/LakeGroup/emin/sayavakepicutego4d_000002.tar 1000000 380.9 GB 2000000
counter, i, fname, cls 2000000 9815648 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_01014675.jpeg 14176
counter, i, fname, cls 2010000 12731351 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01105828.jpeg 14179
counter, i, fname, cls 2020000 2997936 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_0751/img_0048.jpeg 10008
counter, i, fname, cls 2030000 10874990 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00852924.jpeg 14177
counter, i, fname, cls 2040000 6058712 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01811225.jpeg 14174
counter, i, fname, cls 2050000 5248409 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01000922.jpeg 14174
counter, i, fname, cls 2060000 13652323 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00541059.jpeg 14180
counter, i, fname, cls 2070000 14783442 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00178209.jpeg 14181
counter, i, fname, cls 2080000 5425694 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01178207.jpeg 14174
counter, i, fname, cls 2090000 7599 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/A/class_0025/img_0099.jpeg 25
counter, i, fname, cls 2100000 17570922 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000010/img_00126772.jpeg 14184
counter, i, fname, cls 2110000 12392282 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00766759.jpeg 14179
counter, i, fname, cls 2120000 17372723 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_01193477.jpeg 14183
counter, i, fname, cls 2130000 2222082 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test/class_0504/img_0154.jpeg 7421
counter, i, fname, cls 2140000 16050623 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00831357.jpeg 14182
counter, i, fname, cls 2150000 13655184 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00543920.jpeg 14180
counter, i, fname, cls 2160000 1213757 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_1466/img_0268.jpeg 4058
counter, i, fname, cls 2170000 12773987 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01148464.jpeg 14179
counter, i, fname, cls 2180000 3981267 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_4028/img_0279.jpeg 13285
counter, i, fname, cls 2190000 10309018 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00286952.jpeg 14177
counter, i, fname, cls 2200000 13657158 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00545894.jpeg 14180
counter, i, fname, cls 2210000 15036675 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00431442.jpeg 14181
counter, i, fname, cls 2220000 8086419 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03838932.jpeg 14174
counter, i, fname, cls 2230000 4618472 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00370985.jpeg 14174
counter, i, fname, cls 2240000 9111903 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00310930.jpeg 14176
counter, i, fname, cls 2250000 12243168 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00617645.jpeg 14179
counter, i, fname, cls 2260000 16518039 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00338793.jpeg 14183
counter, i, fname, cls 2270000 9378565 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00577592.jpeg 14176
counter, i, fname, cls 2280000 2065641 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/Y/class_1631/img_0185.jpeg 6899
counter, i, fname, cls 2290000 6244207 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01996720.jpeg 14174
counter, i, fname, cls 2300000 9529373 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00728400.jpeg 14176
counter, i, fname, cls 2310000 16088793 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00869527.jpeg 14182
counter, i, fname, cls 2320000 16778891 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00599645.jpeg 14183
counter, i, fname, cls 2330000 17775295 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/kcam/class_0245/img_0161.jpeg 14430
counter, i, fname, cls 2340000 2619675 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test/class_1829/img_0247.jpeg 8746
counter, i, fname, cls 2350000 2654158 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test/class_1944/img_0230.jpeg 8861
counter, i, fname, cls 2360000 6313721 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02066234.jpeg 14174
counter, i, fname, cls 2370000 6952554 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02705067.jpeg 14174
counter, i, fname, cls 2380000 12021838 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00396315.jpeg 14179
counter, i, fname, cls 2390000 17452899 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000010/img_00008749.jpeg 14184
counter, i, fname, cls 2400000 15683364 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00464098.jpeg 14182
counter, i, fname, cls 2410000 13019804 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01394281.jpeg 14179
counter, i, fname, cls 2420000 16370640 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00191394.jpeg 14183
counter, i, fname, cls 2430000 8651121 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04403634.jpeg 14174
counter, i, fname, cls 2440000 11994286 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00368763.jpeg 14179
counter, i, fname, cls 2450000 11876115 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00250592.jpeg 14179
counter, i, fname, cls 2460000 13940395 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00829131.jpeg 14180
counter, i, fname, cls 2470000 6267668 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02020181.jpeg 14174
counter, i, fname, cls 2480000 354214 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/A/class_1180/img_0214.jpeg 1180
counter, i, fname, cls 2490000 15590862 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00371596.jpeg 14182
counter, i, fname, cls 2500000 3696422 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_3079/img_0134.jpeg 12336
counter, i, fname, cls 2510000 3126832 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_1180/img_0244.jpeg 10437
counter, i, fname, cls 2520000 16535611 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00356365.jpeg 14183
counter, i, fname, cls 2530000 15988567 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00769301.jpeg 14182
counter, i, fname, cls 2540000 12735878 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01110355.jpeg 14179
counter, i, fname, cls 2550000 14361545 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_01250281.jpeg 14180
counter, i, fname, cls 2560000 8906133 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00105160.jpeg 14176
counter, i, fname, cls 2570000 8120810 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03873323.jpeg 14174
counter, i, fname, cls 2580000 3836970 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_3547/img_0282.jpeg 12804
counter, i, fname, cls 2590000 16049449 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00830183.jpeg 14182
counter, i, fname, cls 2600000 7073170 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02825683.jpeg 14174
counter, i, fname, cls 2610000 3466942 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_2314/img_0154.jpeg 11571
counter, i, fname, cls 2620000 6915718 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02668231.jpeg 14174
counter, i, fname, cls 2630000 7672787 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03425300.jpeg 14174
counter, i, fname, cls 2640000 2802067 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_0098/img_0079.jpeg 9355
counter, i, fname, cls 2650000 5748815 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01501328.jpeg 14174
counter, i, fname, cls 2660000 8032084 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03784597.jpeg 14174
counter, i, fname, cls 2670000 16603495 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00424249.jpeg 14183
counter, i, fname, cls 2680000 1046952 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_0910/img_0263.jpeg 3502
counter, i, fname, cls 2690000 15705947 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00486681.jpeg 14182
counter, i, fname, cls 2700000 9306807 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00505834.jpeg 14176
counter, i, fname, cls 2710000 3352117 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_1931/img_0229.jpeg 11188
counter, i, fname, cls 2720000 3746408 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_3246/img_0020.jpeg 12503
counter, i, fname, cls 2730000 810121 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_0121/img_0132.jpeg 2713
counter, i, fname, cls 2740000 5603143 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01355656.jpeg 14174
counter, i, fname, cls 2750000 4884462 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00636975.jpeg 14174
counter, i, fname, cls 2760000 15019431 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00414198.jpeg 14181
counter, i, fname, cls 2770000 16741430 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00562184.jpeg 14183
counter, i, fname, cls 2780000 9100659 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00299686.jpeg 14176
counter, i, fname, cls 2790000 14516240 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_01404976.jpeg 14180
counter, i, fname, cls 2800000 10089661 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00067595.jpeg 14177
counter, i, fname, cls 2810000 6734134 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02486647.jpeg 14174
counter, i, fname, cls 2820000 12905783 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01280260.jpeg 14179
counter, i, fname, cls 2830000 11426021 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000004/img_00025129.jpeg 14178
counter, i, fname, cls 2840000 15061899 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00456666.jpeg 14181
counter, i, fname, cls 2850000 5990482 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01742995.jpeg 14174
counter, i, fname, cls 2860000 9604546 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00803573.jpeg 14176
counter, i, fname, cls 2870000 16061345 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00842079.jpeg 14182
counter, i, fname, cls 2880000 556655 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P04/class_0009/img_0031.jpeg 1858
counter, i, fname, cls 2890000 17893889 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/kcam/class_0640/img_0255.jpeg 14825
counter, i, fname, cls 2900000 9038541 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00237568.jpeg 14176
counter, i, fname, cls 2910000 13634338 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00523074.jpeg 14180
counter, i, fname, cls 2920000 15895428 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00676162.jpeg 14182
counter, i, fname, cls 2930000 4088099 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_4385/img_0011.jpeg 13642
counter, i, fname, cls 2940000 14831463 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00226230.jpeg 14181
